General Ledger
Business Name: AB Civil Consulting LLC
Tax Filing Name: AB CIVIL CONSULTING LLC
Accounting Basis: Modified Cash
Date Range: 1/1/2025 to 1/31/2026
Report Date: 1/19/2026

Account: Legends Bank Checking 7131,Your balance in Patriot: $16220.81
Date,Type,Description,Amount,Balance
3/19/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$29.09,$7092.69
3/20/2025,Imported Transaction,American Express SPARK GRAND CANAL STREET UCO,$70.10,$7162.79
3/22/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$21.90,$7184.69
3/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$7214.69
3/23/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$16.30,$7230.99
3/23/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$16.33,$7247.32
3/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$7323.97
3/23/2025,Imported Transaction,American Express RETOOL,$13.14,$7337.11
3/23/2025,Imported Transaction,American Express SHENDUQRWEA 18658850911 CH,$10.60,$7347.71
3/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$976.50,$8324.21
3/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$8340.58
3/26/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$540.69,$8881.27
3/26/2025,Imported Transaction,American Express CKO*PHANTOMBUSTER 21PARIS,$69.00,$8950.27
3/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$9058.43
3/26/2025,Imported Transaction,American Express Best Buy,$365.14,$9423.57
3/27/2025,Imported Transaction,American Express FS *TEXTEXPANDER,$10.41,$9433.98
3/29/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$65.69,$9499.67
3/29/2025,Imported Transaction,American Express Dollar General,$9.53,$9509.20
3/29/2025,Imported Transaction,American Express WWW.PERPLEXITY.AI,$10.00,$9519.20
3/30/2025,Imported Transaction,American Express ZAPIER.COM/CHARGE,$32.91,$9552.11
3/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$10351.11
3/30/2025,Imported Transaction,American Express DD *DOORDASH CULVERSSAN FRANCISCO,$19.09,$10370.20
3/30/2025,Imported Transaction,American Express PXY HERTZTOLL 654877-411-4300 CO,$52.68,$10422.88
3/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$10501.88
3/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$10518.29
3/31/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$5.66,$10523.95
4/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$51.61,$10575.56
4/1/2025,Imported Transaction,American Express PXY NOTARYLIVENANUET,$25.00,$10600.56
4/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$12.25,$10612.81
4/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$62.78,$10675.59
4/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$446.47,$11122.06
4/2/2025,Imported Transaction,American Express Anytime Storage #3 4CLARKSVILLE,$95.00,$11217.06
4/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$11220.01
4/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$88.95,$11308.96
4/4/2025,Imported Transaction,American Express ANTHROPIC,$10.95,$11319.91
4/4/2025,Imported Transaction,American Express SUPABASE SINGAPORE SG,$25.00,$11344.91
4/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$227.43,$11572.34
4/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$11661.34
4/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$17.51,$11678.85
4/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$90.00,$11768.85
4/7/2025,Imported Transaction,American Express OPENAI *CHATGPT SUBSSAN FRANCISCO,$65.70,$11834.55
4/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$124.50,$11959.05
4/8/2025,Imported Transaction,American Express UPS,$35.45,$11994.50
4/8/2025,Imported Transaction,American Express UPS,$67.78,$12062.28
4/8/2025,Imported Transaction,American Express ANTHROPIC,$5.54,$12067.82
4/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$4.07,$12071.89
4/9/2025,Imported Transaction,American Express ANTHROPIC,$5.63,$12077.52
4/10/2025,Imported Transaction,American Express ANTHROPIC,$5.72,$12083.24
4/10/2025,Imported Transaction,American Express Dollar General,$9.53,$12092.77
4/10/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$146.60,$12239.37
4/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$188.17,$12427.54
4/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$111.89,$12539.43
4/13/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$208.04,$12747.47
4/14/2025,Imported Transaction,American Express ANTHROPIC,$5.50,$12752.97
4/14/2025,Imported Transaction,American Express CLOUDFLARE,$10.44,$12763.41
4/15/2025,Imported Transaction,American Express PXY NOTARYLIVENANUET,$25.00,$12788.41
4/15/2025,Imported Transaction,American Express GITHUB INC.,$4.38,$12792.79
4/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$12797.78
4/15/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$19.70,$12817.48
4/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$12854.84
4/16/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$5382.71,$7472.13
4/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$7508.92
4/17/2025,Imported Transaction,American Express Dollar General,$8.52,$7517.44
4/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$7594.08
4/18/2025,Imported Transaction,American Express ANTHROPIC,$6.90,$7600.98
4/18/2025,Imported Transaction,American Express ANTHROPIC,$5.67,$7606.65
4/19/2025,Imported Transaction,American Express A1010BUSD01 MSBILL.INFO,$13.34,$7619.99
4/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$7699.91
4/22/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$21.90,$7721.81
4/22/2025,Imported Transaction,American Express WWW.SPLASHTOP.COM,$975.65,$8697.46
4/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$8727.46
4/22/2025,Imported Transaction,American Express ANTHROPIC,$5.50,$8732.96
4/22/2025,Imported Transaction,American Express EGNYTE INC 000000001MOUNTAIN VIEW,$1199.03,$9931.99
4/22/2025,Imported Transaction,American Express Interest Charge on Promotional Balances,$45.60,$9977.59
4/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$10054.24
4/23/2025,Imported Transaction,American Express RETOOL,$3.91,$10058.15
4/24/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$35.23,$10093.38
4/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$10109.75
4/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$10217.91
4/26/2025,Imported Transaction,American Express ANTHROPIC,$5.57,$10223.48
4/27/2025,Imported Transaction,American Express FS *TEXTEXPANDER,$10.41,$10233.89
4/27/2025,Imported Transaction,American Express ANTHROPIC,$5.66,$10239.55
4/29/2025,Imported Transaction,American Express ANTHROPIC,$5.49,$10245.04
4/29/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$25.32,$10270.36
4/30/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$10286.77
4/30/2025,Imported Transaction,American Express NOLOCO DUBLIN CO,$49.00,$10335.77
4/30/2025,Imported Transaction,American Express NOLOCO DUBLIN CO,$99.89,$10435.66
4/30/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$106.95,$10542.61
4/30/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$536.50,$11079.11
4/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$11878.11
5/1/2025,Imported Transaction,American Express OUTLINE,$79.00,$11957.11
5/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.70,$11964.81
5/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$405.71,$12370.52
5/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$60.78,$12431.30
5/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$3.05,$12434.35
5/1/2025,Imported Transaction,American Express SQSP* INV180138982,$20.00,$12454.35
5/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$46.78,$12501.13
5/2/2025,Imported Transaction,American Express Anytime Storage #3 4CLARKSVILLE,$95.00,$12596.13
5/2/2025,Journal Entry,CLOUDFARE+18889935273,$10.44,$12606.57
5/3/2025,Imported Transaction,American Express SUPABASE SINGAPORE SG,$33.64,$12640.21
5/3/2025,Imported Transaction,American Express ANTHROPIC,$5.65,$12645.86
5/3/2025,Imported Transaction,American Express P.SKOOL.COM/ZFFSB,$78.00,$12723.86
5/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$12812.86
5/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$230.51,$13043.37
5/5/2025,Imported Transaction,American Express CLOUDFLARE,$10.44,$13053.81
5/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$75.09,$13128.90
5/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$17.51,$13146.41
5/6/2025,Imported Transaction,American Express CKO*PHANTOMBUSTER 21PARIS,$69.00,$13215.41
5/6/2025,Imported Transaction,American Express CDE LIGHTBAND,$88.95,$13304.36
5/6/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$13307.31
5/6/2025,Imported Transaction,American Express USCREEN.TV,$0.99,$13308.30
5/6/2025,Imported Transaction,American Express OPENROUTER INC,$10.90,$13319.20
5/7/2025,Imported Transaction,American Express ANTHROPIC,$5.49,$13324.69
5/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$80.00,$13404.69
5/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$124.50,$13529.19
5/8/2025,Imported Transaction,American Express 1PASSWORD* TRIAL OVETORONTO,$79.92,$13609.11
5/8/2025,Imported Transaction,American Express B&H PHOTO 800-606-69800-221-5743,$349.31,$13958.42
5/9/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$35.56,$13993.98
5/9/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$65.65,$14059.63
5/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$3.94,$14063.57
5/10/2025,Imported Transaction,American Express SAMYS CAMERA INC.-LOS ANGELES,$1169.47,$15233.04
5/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$160.96,$15394.00
5/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$188.17,$15582.17
5/12/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$592.16,$16174.33
5/12/2025,Imported Transaction,American Express HENLEY ACCOUNTING &,$154.63,$16328.96
5/12/2025,Imported Transaction,American Express SQSP* INV181719270,$20.00,$16348.96
5/12/2025,Imported Transaction,American Express WWW.MPB.COM,$310.98,$16659.94
5/12/2025,Imported Transaction,American Express BLUEBEAM INC.,$120.45,$16780.39
5/12/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$24.30,$16804.69
5/12/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$5000.00,$11804.69
5/13/2025,Imported Transaction,American Express EXPRESSVPN.COM,$116.95,$11921.64
5/13/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$35.79,$11957.43
5/14/2025,Imported Transaction,American Express GITHUB INC.,$4.38,$11961.81
5/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$11966.80
5/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$12004.16
5/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$12040.95
5/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$12117.59
5/18/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$12237.59
5/18/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$73.18,$12310.77
5/19/2025,Imported Transaction,American Express VISTAPRINT,$42.68,$12353.45
5/19/2025,Imported Transaction,American Express A1010BUSD01 MSBILL.INFO,$13.34,$12366.79
5/19/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$2998.56,$9368.23
5/20/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$87.19,$9455.42
5/20/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$87.39,$9542.81
5/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$9622.73
5/21/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$83.64,$9706.37
5/21/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$84.79,$9791.16
5/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$9821.16
5/23/2025,Imported Transaction,American Express ANTHROPIC,$5.65,$9826.81
5/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$9903.46
5/23/2025,Imported Transaction,American Express Interest Charge on Promotional Balances,$47.76,$9951.22
5/24/2025,Imported Transaction,American Express OPENROUTER INC,$31.95,$9983.17
5/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$9999.54
5/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$809.97,$10809.51
5/25/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$30.63,$10840.14
5/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$10850.55
5/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$10958.71
5/26/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$64.35,$11023.06
5/28/2025,Imported Transaction,American Express OPENROUTER INC,$31.95,$11055.01
5/28/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$27.90,$11082.91
5/29/2025,Imported Transaction,American Express BLUEBEAM INC.,$361.35,$11444.26
5/30/2025,Imported Transaction,American Express NOLOCO DUBLIN CO,$139.00,$11583.26
5/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$12382.26
5/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$12398.67
5/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$12477.67
6/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$31.54,$12509.21
6/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$121.55,$12630.76
6/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.80,$12638.56
6/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$12644.56
6/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$139.28,$12783.84
6/2/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$7.61,$12791.45
6/2/2025,Imported Transaction,American Express Anytime Storage #3 4CLARKSVILLE,$95.00,$12886.45
6/3/2025,Imported Transaction,American Express Dollar General,$17.19,$12903.64
6/3/2025,Imported Transaction,American Express INDEED JOBS,$198.13,$13101.77
6/3/2025,Imported Transaction,American Express RAINRETAIL*HABITAT FCLARKSVILLE,$132.00,$13233.77
6/3/2025,Imported Transaction,American Express Best Buy,$260.82,$13494.59
6/3/2025,Imported Transaction,American Express P.SKOOL.COM/ZFFSB,$78.00,$13572.59
6/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$78.62,$13651.21
6/4/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$13654.16
6/5/2025,Imported Transaction,AIRTABLE.COM/BILL   SAN FRANCISCO       CA,$236.52,$13890.68
6/5/2025,Imported Transaction,CKO*PHANTOMBUSTER 21PARIS,$69.00,$13959.68
6/5/2025,Imported Transaction,FILLOUT.COM         BEAVERTON           OR,$89.00,$14048.68
6/5/2025,Imported Transaction,HETZNER ONLINE GMBH GUNZENHAUSEN        DE,$119.01,$14167.69
6/6/2025,Imported Transaction,USCREEN.TV          ROCKVILLE           MD,$0.99,$14168.68
6/6/2025,Imported Transaction,ZOOM.COM 888-799-966SAN JOSE            CA,$18.60,$14187.28
6/7/2025,Imported Transaction,PIPEDRIVE INC       NEW YORK            NY,$124.50,$14311.78
6/7/2025,Imported Transaction,LOOM SUBSCRIPTION   AUSTIN              TX,$80.00,$14391.78
6/8/2025,Imported Transaction,1PASSWORD           TORONTO,$79.92,$14471.70
6/9/2025,Imported Transaction,AMEX EPAYMENT ACH PMT,-$9951.22,$4520.48
6/9/2025,Imported Transaction,PLUMB LINE COFFEE 00CLARKSVILLE         TN,$12.02,$4532.50
6/9/2025,Imported Transaction,1PASSWORD           TORONTO,$9.92,$4542.42
6/9/2025,Imported Transaction,MICROSOFT           MSBILL.INFO,$4.07,$4546.49
6/10/2025,Imported Transaction,PXY    VYVE BROADBANRYE BROOK           NY,$71.75,$4618.24
6/10/2025,Imported Transaction,RINGCENTRAL INC     888-898-4591        CA,$188.17,$4806.41
6/11/2025,Imported Transaction,ANTHROPIC           SAN FRANCISCO       CA,$5.49,$4811.90
6/11/2025,Imported Transaction,SLACK T017V3KGB3Q   SAN FRANCISCO       CA,$243.73,$5055.63
6/12/2025,Imported Transaction,OPENROUTER INC     NEW YORK            NY,$10.90,$5066.53
6/13/2025,Imported Transaction,ANTHROPIC           SAN FRANCISCO       CA,$5.49,$5072.02
6/14/2025,Imported Transaction,GITHUB INC.        SAN FRANCISCO       CA,$4.38,$5076.40
6/14/2025,Imported Transaction,ON2AIR: BACKUPS     PROVO               UT,$49.99,$5126.39
6/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$5131.38
6/16/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$5158.07
6/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$5195.43
6/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$5272.07
6/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$5308.86
6/17/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$5428.86
6/18/2025,Imported Transaction,American Express ANTHROPIC,$5.50,$5434.36
6/18/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$5461.05
6/19/2025,Imported Transaction,American Express E0800WM7LR MSBILL.INFO,$13.34,$5474.39
6/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$5554.31
6/21/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$5581.00
6/22/2025,Imported Transaction,American Express RENEWAL MEMBERSHIP FEE,$95.00,$5676.00
6/22/2025,Imported Transaction,American Express RENEWAL MEMBERSHIP FEE,$375.00,$6051.00
6/22/2025,Imported Transaction,American Express Interest Charge on Promotional Balances,$20.13,$6071.13
6/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$6147.78
6/24/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$6174.47
6/24/2025,Imported Transaction,American Express PXY TNSOS BUSINESNASHVILLE,$306.87,$6481.34
6/24/2025,Imported Transaction,American Express PXY TNSOS BUSINESNASHVILLE,$306.87,$6788.21
6/24/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$6818.21
6/25/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$6844.59
6/25/2025,Imported Transaction,American Express OPENAI,$16.65,$6861.24
6/25/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$6887.93
6/25/2025,Imported Transaction,American Express OPENROUTER INC,$26.69,$6914.62
6/25/2025,Imported Transaction,American Express ANTHROPIC,$5.49,$6920.11
6/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$809.97,$7730.08
6/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$7746.45
6/25/2025,Journal Entry,OPENROUTER INC +8482974487,$26.69,$7773.14
6/26/2025,Imported Transaction,American Express PXY NOTARYLIVENANUET,$25.00,$7798.14
6/26/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$7906.30
6/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$7916.71
6/27/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$4.27,$7920.98
6/27/2025,Imported Transaction,American Express THE AMSTERDAM LOCAL,$10.51,$7931.49
6/27/2025,Journal Entry,OPENROUTER INC +18482974487,$26.38,$7957.87
6/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$8756.87
6/30/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$8773.28
7/1/2025,Imported Transaction,American Express OPNFORM.COM NEUILLY SUR SEINE HA,$199.00,$8972.28
7/1/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$21.90,$8994.18
7/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$9000.18
7/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$140.37,$9140.55
7/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$31.54,$9172.09
7/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.50,$9179.59
7/1/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$128.12,$9307.71
7/1/2025,Imported Transaction,American Express OUTLINE,$79.00,$9386.71
7/1/2025,Imported Transaction,American Express PDF.CO & ARTIFEX,$24.99,$9411.70
7/1/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$218.99,$9630.69
7/1/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$52.00,$9682.69
7/1/2025,Imported Transaction,American Express Best Buy,$54.21,$9736.90
7/2/2025,Imported Transaction,American Express OPENAI,$21.90,$9758.80
7/2/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$9764.28
7/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$81.00,$9845.28
7/3/2025,Imported Transaction,American Express CDE LIGHTBAND,$2.95,$9848.23
7/3/2025,Imported Transaction,American Express P.SKOOL.COM/ZFFSB,$78.00,$9926.23
7/5/2025,Imported Transaction,American Express FILLOUT.COM,$89.00,$10015.23
7/5/2025,Imported Transaction,American Express AIRTABLE.COM/BILL,$285.29,$10300.52
7/5/2025,Imported Transaction,American Express HETZNER ONLINE GMBH GUNZENHAUSEN DE,$127.39,$10427.91
7/6/2025,Imported Transaction,American Express CKO*PHANTOMBUSTER 21PARIS,$69.00,$10496.91
7/6/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$18.60,$10515.51
7/6/2025,Imported Transaction,American Express USCREEN.TV,$0.99,$10516.50
7/7/2025,Imported Transaction,American Express PIPEDRIVE INC,$124.50,$10641.00
7/7/2025,Imported Transaction,American Express LOOM SUBSCRIPTION,$92.20,$10733.20
7/7/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$10759.58
7/8/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$10765.06
7/8/2025,Imported Transaction,American Express 1PASSWORD TORONTO,$99.90,$10864.96
7/9/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$3.94,$10868.90
7/9/2025,Imported Transaction,American Express HUGGINGFACE,$9.00,$10877.90
7/10/2025,Imported Transaction,American Express MICROSOFT#G101794085MSBILL.INFO,$14.01,$10891.91
7/11/2025,Imported Transaction,American Express RINGCENTRAL INC,$188.10,$11080.01
7/11/2025,Imported Transaction,American Express SLACK T017V3KGB3Q,$222.83,$11302.84
7/11/2025,Imported Transaction,American Express AMAZON MARKETPLACE NAMZN.COM/BILL,$177.41,$11480.25
7/12/2025,Imported Transaction,American Express ZOOM.COM 888-799-966SAN JOSE,$30.01,$11510.26
7/14/2025,Imported Transaction,American Express ON2AIR: BACKUPS,$49.99,$11560.25
7/14/2025,Imported Transaction,American Express GITHUB INC.,$4.38,$11564.63
7/14/2025,Imported Transaction,American Express CLOUDFLARE,$10.44,$11575.07
7/15/2025,Imported Transaction,American Express ICEDRIVE PRO SWANSEA GB,$4.99,$11580.06
7/15/2025,Imported Transaction,American Express AMAZON.COM AMZN.COM/BILL,$15.38,$11595.44
7/16/2025,Imported Transaction,American Express WWW.MAKE.COM,$37.36,$11632.80
7/17/2025,Imported Transaction,American Express REV.COM,$5.50,$11638.30
7/17/2025,Imported Transaction,American Express STARLINK INTERNET STARLINK.COM,$120.00,$11758.30
7/17/2025,Imported Transaction,American Express LinkedIn,$76.64,$11834.94
7/17/2025,Imported Transaction,American Express MICROSOFT MSBILL.INFO,$36.79,$11871.73
7/17/2025,Imported Transaction,American Express OPENROUTER INC,$26.38,$11898.11
7/17/2025,Imported Transaction,American Express PY *ANYTIME STORAGE,$110.00,$12008.11
7/18/2025,Imported Transaction,American Express PXY VYVE BROADBANRYE BROOK,$69.13,$12077.24
7/18/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$12082.72
7/18/2025,Imported Transaction,Legends Bank - Personal AMEX EPAYMENT ACH PMT,-$6071.13,$6011.59
7/20/2025,Imported Transaction,American Express SPARK DUBLIN 2 CO,$79.92,$6091.51
7/21/2025,Imported Transaction,American Express BLUEBEAM INC.,$1084.05,$7175.56
7/22/2025,Imported Transaction,American Express P.SKOOL.COM/RWZZH,$30.00,$7205.56
7/23/2025,Imported Transaction,American Express BITWARDEN,$76.65,$7282.21
7/23/2025,Imported Transaction,American Express CLAUDE.AI SUBSCRIPTISAN FRANCISCO,$104.18,$7386.39
7/25/2025,Imported Transaction,American Express ROCKPILESOLUTIONS.COLOUISVILLE CO,$809.97,$8196.36
7/25/2025,Imported Transaction,American Express MOVAVI.COM,$16.37,$8212.73
7/25/2025,Imported Transaction,American Express DD *DOORDASH REGGIESSAN FRANCISCO,$36.31,$8249.04
7/26/2025,Imported Transaction,American Express PADDLE.NET* TEXTXPANASTORIA,$10.41,$8259.45
7/27/2025,Imported Transaction,American Express THINKIFIC.COM VANCOUVER,$108.16,$8367.61
7/29/2025,Imported Transaction,American Express ANTHROPIC,$5.48,$8373.09
7/29/2025,Imported Transaction,American Express BOWCOM DRAFTING DESICANTON,$100.00,$8473.09
7/30/2025,Imported Transaction,American Express USCREEN.TV,$799.00,$9272.09
7/31/2025,Imported Transaction,American Express SQSP* INV192235942,$12.00,$9284.09
7/31/2025,Imported Transaction,American Express ADOBE Adobe Systems,$16.41,$9300.50
7/31/2025,Imported Transaction,American Express OUTLINE,$79.00,$9379.50
8/1/2025,Imported Transaction,American Express DIGITALOCEAN.COM,$6.00,$9385.50
8/1/2025,Imported Transaction,American Express GSUITE_AB-CICC@GOOGLE.COM,$139.90,$9525.40
8/1/2025,Imported Transaction,American Express GSUITE_ABCIVCC@GOOGLE.COM,$35.42,$9560.82
8/1/2025,Imported Transaction,American Express MASVIO OTTAWA,$7.70,$9568.52
8/1/2025,Imported Transaction,American Express PDF.CO & ARTIFEX,$24.99,$9593.51
8/1/2025,Imported Transaction,American Express DD *DOORDASH DAVESLOSAN FRANCISCO,$30.72,$9624.23
8/2/2025,Imported Transaction,American Express PXY PATRIOT SOFTWCANTON,$128.12,$9752.35
